,total_rev,total_profit,count,title_names,total_budget,name,return
Trent Cooper,15700000.0,-9150000.0,1,Larry the Cable Guy: Health Inspector**,17000000.0,Trent Cooper,-0.538235294118
Tom Green,14300000.0,-6850000.0,1,Freddy Got Fingered**,14000000.0,Tom Green,-0.489285714286
Jim Sheridan,128200000.0,-51900000.0,3,Get Rich or Die Tryin'**Brothers**Dream House**,116000000.0,Jim Sheridan,-0.447413793103
Joe Johnston,987300000.0,70650000.0,4,Jurassic Park III**Hidalgo**The Wolfman**Captain America: The First Avenger**,423000000.0,Joe Johnston,0.167021276596
Lawrence Kasanoff,73706.0,-44963147.0,1,Foodfight!**,45000000.0,Lawrence Kasanoff,-0.999181044444
Rob Reiner,217938884.0,-3030558.0,5,Alex & Emma**The Bucket List**Flipped**The Magic of Belle Isle**And So It Goes**,112000000.0,Rob Reiner,-0.0270585535714
Sofia Coppola,213617189.0,47808594.5,4,Lost in Translation**Marie Antoinette**Somewhere**The Bling Ring**,59000000.0,Sofia Coppola,0.810315161017
Ryan Murphy,204600000.0,42300000.0,1,Eat Pray Love**,60000000.0,Ryan Murphy,0.705
Joshua Michael Stern,53500000.0,-6250000.0,2,Swing Vote**Jobs**,33000000.0,Joshua Michael Stern,-0.189393939394
Doug Atchison,18900000.0,3450000.0,1,Akeelah and the Bee**,6000000.0,Doug Atchison,0.575
Mark Palansky,21156270.0,-4421865.0,1,Penelope**,15000000.0,Mark Palansky,-0.294791
Bill Pohlad,28600000.0,4300000.0,1,Love & Mercy**,10000000.0,Bill Pohlad,0.43
Katherine Dieckmann,24745402.0,-25627299.0,2,Diggers**Motherhood**,38000000.0,Katherine Dieckmann,-0.674402605263
Peter Cornwell,77527732.0,28763866.0,1,The Haunting in Connecticut**,10000000.0,Peter Cornwell,2.8763866
Mark Rosman,271470475.0,91310237.5,3,A Cinderella Story**The Perfect Man**The House on Sorority Row**,44425000.0,Mark Rosman,2.05537957231
Jeffrey Friedman,1600000.0,-11200000.0,1,Lovelace**,12000000.0,Jeffrey Friedman,-0.933333333333
Scott Kalvert,6282446.0,-6858777.0,1,Deuces Wild**,10000000.0,Scott Kalvert,-0.6858777
Richard Linklater,288252072.0,5226036.0,12,Tape**School of Rock**Before Sunset**Before Sunrise**Bad News Bears**A Scanner Darkly**Me and Orson Welles**Bernie**Before Midnight**Boyhood**Everybody Wants Some!!**Dazed and Confused**,138900000.0,Richard Linklater,0.0376244492441
Gregory Poirier,23400000.0,700000.0,1,Tomcats**,11000000.0,Gregory Poirier,0.0636363636364
Trevor Moore,4600000.0,-3700000.0,1,Miss March**,6000000.0,Trevor Moore,-0.616666666667
Andrew Lau,7119846.0,-31440077.0,1,The Flock**,35000000.0,Andrew Lau,-0.898287914286
Jeff Wadlow,117927431.0,9963715.5,3,Cry Wolf**Never Back Down**Kick-Ass 2**,49000000.0,Jeff Wadlow,0.203341132653
Todd Graff,43383136.0,-23308432.0,2,Bandslam**Joyful Noise**,45000000.0,Todd Graff,-0.517965155556
Billy Ray,43900000.0,-7050000.0,2,Shattered Glass**Breach**,29000000.0,Billy Ray,-0.243103448276
Lisa Cholodenko,34700000.0,13350000.0,1,The Kids Are All Right**,4000000.0,Lisa Cholodenko,3.3375
Tim Miller,783100000.0,333550000.0,1,Deadpool**,58000000.0,Tim Miller,5.75086206897
Ole Bornedal,78500000.0,25250000.0,1,The Possession**,14000000.0,Ole Bornedal,1.80357142857
Damien Chazelle,481700000.0,207550000.0,2,Whiplash**La La Land**,33300000.0,Damien Chazelle,6.23273273273
Dan Scanlon,744200000.0,172100000.0,1,Monsters University**,200000000.0,Dan Scanlon,0.8605
Jacob Aaron Estes,802948.0,-98526.0,1,Mean Creek**,500000.0,Jacob Aaron Estes,-0.197052
Troy Duffy,10630471.0,-8684764.5,2,The Boondock Saints II: All Saints Day**The Boondock Saints**,14000000.0,Troy Duffy,-0.620340321429
Stanley Donen,14974588.0,3717294.0,2,Bedazzled**Charade**,3770000.0,Stanley Donen,0.986019628647
Michael Showalter,14700000.0,6350000.0,1,"Hello, My Name Is Doris**",1000000.0,Michael Showalter,6.35
Mick Jackson,5491.0,-16997254.5,1,The First $20 Million Is Always the Hardest**,17000000.0,Mick Jackson,-0.9998385
Phillip Noyce,393898360.0,17949180.0,4,The Quiet American**Catch A Fire**Salt**The Giver**,179000000.0,Phillip Noyce,0.100274748603
Jorma Taccone,18800000.0,-20600000.0,2,MacGruber**Popstar: Never Stop Never Stopping**,30000000.0,Jorma Taccone,-0.686666666667
John Luessenhop,116300000.0,11050000.0,2,Takers**Texas Chainsaw**,47100000.0,John Luessenhop,0.234607218684
Daniel Sackheim,23000000.0,-18500000.0,1,The Glass House**,30000000.0,Daniel Sackheim,-0.616666666667
Mike Flanagan,125700000.0,48850000.0,2,Oculus**Ouija: Origin of Evil**,14000000.0,Mike Flanagan,3.48928571429
Gabriel Friedman uncredited,22623.0,-488688.5,1,Poultrygeist: Night of the Chicken Dead**,500000.0,Gabriel Friedman uncredited,-0.977377
Lee Sternthal,13231461.0,615730.5,1,The Words**,6000000.0,Lee Sternthal,0.10262175
Mickey Liddell,15400000.0,2700000.0,1,The Haunting of Molly Hartley**,5000000.0,Mickey Liddell,0.54
Matt Piedmont,8041667.0,-1979166.5,1,Casa de Mi Padre**,6000000.0,Matt Piedmont,-0.329861083333
Christopher B Landon,90900000.0,40450000.0,1,Paranormal Activity: The Marked Ones**,5000000.0,Christopher B Landon,8.09
Scott Moore,227500000.0,80750000.0,2,21 & Over**Bad Moms**,33000000.0,Scott Moore,2.44696969697
Forest Whitaker,10400000.0,-24800000.0,1,First Daughter**,30000000.0,Forest Whitaker,-0.826666666667
Joe Swanberg,373653.0,-883173.5,2,Drinking Buddies**Happy Christmas**,1070000.0,Joe Swanberg,-0.825395794393
Rowdy Herrington,2707913.0,-18646043.5,1,Bobby Jones: Stroke of Genius**,20000000.0,Rowdy Herrington,-0.932302175
Jeremy Saulnier,4793313.0,-3023343.5,2,Blue Ruin**Green Room**,5420000.0,Jeremy Saulnier,-0.557812453875
Trish Sie,86200000.0,-1900000.0,1,Step Up: All In**,45000000.0,Trish Sie,-0.0422222222222
Ridley Scott,3377700000.0,416850000.0,13,Gladiator**Black Hawk Down**Hannibal**Matchstick Men**Kingdom of Heaven**A Good Year**American Gangster**Body of Lies**Robin Hood**Prometheus**The Counselor**Exodus: Gods and Kings**The Martian**,1272000000.0,Ridley Scott,0.327712264151
John Sturges,2250000.0,-875000.0,1,The Magnificent Seven**,2000000.0,John Sturges,-0.4375
Liz Friedlander,65700000.0,2850000.0,1,Take the Lead**,30000000.0,Liz Friedlander,0.095
Guillermo del Toro,984000000.0,23000000.0,6,Blade II**Hellboy**Pan's Labyrinth**Hellboy II: The Golden Army**Pacific Rim**Crimson Peak**,469000000.0,Guillermo del Toro,0.0490405117271
Michael Corrente,458232.0,-7770884.0,1,Brooklyn Rules**,8000000.0,Michael Corrente,-0.9713605
Justin Lin,2301296992.0,484398496.0,7,Better Luck Tomorrow**Annapolis**The Fast and the Furious: Tokyo Drift**Fast & Furious**Fast Five**Fast & Furious 6**Star Trek Beyond**,666250000.0,Justin Lin,0.727052151595
Derek Cianfrance,88000000.0,8000000.0,3,Blue Valentine**The Place Beyond the Pines**The Light Between Oceans**,36000000.0,Derek Cianfrance,0.222222222222
Phil Lord,775800000.0,148400000.0,3,Cloudy with a Chance of Meatballs**21 Jump Street**22 Jump Street**,239500000.0,Phil Lord,0.619624217119
Mark Levin,100100000.0,13050000.0,1,Nim's Island**,37000000.0,Mark Levin,0.352702702703
Ernest Dickerson,8378853.0,-11810573.5,1,Bones**,16000000.0,Ernest Dickerson,-0.73816084375
Jos Padilha,242700000.0,21350000.0,1,RoboCop**,100000000.0,Jos Padilha,0.2135
Paul Thomas Anderson,143900000.0,-30050000.0,4,Punch-Drunk Love**There Will Be Blood**The Master**Inherent Vice**,102000000.0,Paul Thomas Anderson,-0.294607843137
Alejandro Amenbar,209900000.0,87950000.0,1,The Others**,17000000.0,Alejandro Amenbar,5.17352941176
Jeffrey Nachmanoff,27640957.0,-8179521.5,1,Traitor**,22000000.0,Jeffrey Nachmanoff,-0.371796431818
Jonathan Demme,393400000.0,25700000.0,4,The Silence of the Lambs**The Truth About Charlie**The Manchurian Candidate**Rachel Getting Married**,171000000.0,Jonathan Demme,0.150292397661
Nnegest Likk,7403491.0,701745.5,1,Phat Girlz**,3000000.0,Nnegest Likk,0.233915166667
Rick Famuyiwa,46316451.0,8158225.5,2,Brown Sugar**Dope**,15000000.0,Rick Famuyiwa,0.5438817
Gabriele Muccino,475268201.0,128634100.5,2,The Pursuit of Happyness**Seven Pounds**,109000000.0,Gabriele Muccino,1.18012936239
Brian Dannelly,10185311.0,-1207344.5,2,Saved!**Struck by Lightning**,6300000.0,Brian Dannelly,-0.191641984127
David Twohy,290152638.0,-34923681.0,4,Pitch Black**The Chronicles of Riddick**A Perfect Getaway**Riddick**,180000000.0,David Twohy,-0.19402045
Jeff Garlin,194568.0,-1402716.0,1,I Want Someone to Eat Cheese With**,1500000.0,Jeff Garlin,-0.935144
Audrey Wells,58900000.0,11450000.0,1,Under the Tuscan Sun**,18000000.0,Audrey Wells,0.636111111111
Roger Spottiswoode,96100000.0,-33950000.0,1,The 6th Day**,82000000.0,Roger Spottiswoode,-0.414024390244
Christopher McQuarrie,231369740.0,47184870.0,2,The Way of the Gun**Jack Reacher**,68500000.0,Christopher McQuarrie,0.688830218978
Andy Cadiff,12313323.0,-16843338.5,1,Chasing Liberty**,23000000.0,Andy Cadiff,-0.732319065217
Dwight H Little,967369.0,-29516315.5,1,Tekken**,30000000.0,Dwight H Little,-0.983877183333
James Toback,56653.0,-5471673.5,1,Harvard Man**,5500000.0,James Toback,-0.994849727273
Leslye Headland,11900000.0,2950000.0,1,Bachelorette**,3000000.0,Leslye Headland,0.983333333333
Eric Bibo Bergeron,76400000.0,-56800000.0,1,The Road to El Dorado**,95000000.0,Eric Bibo Bergeron,-0.597894736842
Matt Russell,4400000.0,-5300000.0,1,Seven Days in Utopia**,7500000.0,Matt Russell,-0.706666666667
Marc Forster,1426309486.0,164154743.0,8,Monster's Ball**Finding Neverland**Stay**Stranger than Fiction**The Kite Runner**Quantum of Solace**Machine Gun Preacher**World War Z**,549000000.0,Marc Forster,0.299006817851
Brian De Palma,618000000.0,79000000.0,3,Mission to Mars**Mission: Impossible**The Black Dahlia**,230000000.0,Brian De Palma,0.34347826087
Neill Blomkamp,599000000.0,105500000.0,3,District 9**Elysium**Chappie**,194000000.0,Neill Blomkamp,0.54381443299
Anthony Hemingway,50400000.0,-32800000.0,1,Red Tails**,58000000.0,Anthony Hemingway,-0.565517241379
Eli Roth,159500000.0,58250000.0,4,Cabin Fever**Hostel**Hostel: Part II**The Green Inferno**,21500000.0,Eli Roth,2.70930232558
Marek Kanievska,7243669.0,-24378165.5,1,Where the Money Is**,28000000.0,Marek Kanievska,-0.870648767857
Benson Lee,16500000.0,-11750000.0,1,Battle of the Year**,20000000.0,Benson Lee,-0.5875
Andrew Niccol,329400000.0,24700000.0,4,Simone**Lord of War**In Time**The Host**,140000000.0,Andrew Niccol,0.176428571429
Kevin Macdonald,123312371.0,-23343814.5,2,State of Play**The Eagle**,85000000.0,Kevin Macdonald,-0.274633111765
Jim Hanon,12128105.0,-3935947.5,1,End of the Spear**,10000000.0,Jim Hanon,-0.39359475
Robert Rodriguez,831293316.0,141146658.0,10,Spy Kids**Spy Kids 2: The Island of Lost Dreams**Once Upon a Time in Mexico**Desperado**Spy Kids 3-D: Game Over**The Adventures of Sharkboy and Lavagirl**Shorts: The Adventures of the Wishing Rock**Machete**Spy Kids: All the Time in the World**Machete Kills**,274500000.0,Robert Rodriguez,0.51419547541
Christian E Christiansen,40492759.0,4246379.5,1,The Roommate**,16000000.0,Christian E Christiansen,0.26539871875
Harold Ramis,304460103.0,-63769948.5,4,Analyze That**Analyze This**The Ice Harvest**Year One**,216000000.0,Harold Ramis,-0.295231243056
Scott McGehee,16888518.0,-8555741.0,2,The Deep End**Bee Season**,17000000.0,Scott McGehee,-0.503278882353
J A Bayona,43000000.0,-21500000.0,1,A Monster Calls**,43000000.0,J A Bayona,-0.5
Peter Berg,1431100000.0,-24450000.0,7,The Rundown**Friday Night Lights**The Kingdom**Hancock**Battleship**Lone Survivor**Deepwater Horizon**,740000000.0,Peter Berg,-0.0330405405405
James Foley,96100000.0,-26950000.0,2,Confidence**Perfect Stranger**,75000000.0,James Foley,-0.359333333333
Raymond De Felitta,7875862.0,-2062069.0,1,City Island**,6000000.0,Raymond De Felitta,-0.343678166667
Marcel Langenegger,17741298.0,-16129351.0,1,Deception**,25000000.0,Marcel Langenegger,-0.64517404
Brian Levant,659200000.0,107600000.0,5,The Flintstones in Viva Rock Vegas**The Flintstones**Snow Dogs**Are We There Yet?**The Spy Next Door**,222000000.0,Brian Levant,0.484684684685
Alexander Witt,129300000.0,19650000.0,1,Resident Evil: Apocalypse**,45000000.0,Alexander Witt,0.436666666667
Alan Poul,77500000.0,3750000.0,1,The Back-up Plan**,35000000.0,Alan Poul,0.107142857143
Wolfgang Petersen,510400000.0,-24800000.0,2,The Perfect Storm**Poseidon**,280000000.0,Wolfgang Petersen,-0.0885714285714
Dennis Gansel,125700000.0,22850000.0,1,Mechanic: Resurrection**,40000000.0,Dennis Gansel,0.57125
Paul Feig,1005292376.0,185146188.0,6,I Am David**Unaccompanied Minors**Bridesmaids**The Heat**Spy**Ghostbusters**,317500000.0,Paul Feig,0.5831376
Mark Tonderai,44103982.0,15151991.0,1,House at the End of the Street**,6900000.0,Mark Tonderai,2.19594072464
Peter MacDonald,189000000.0,36500000.0,1,Rambo III**,58000000.0,Peter MacDonald,0.629310344828
Russell Mulcahy,147700000.0,28850000.0,1,Resident Evil: Extinction**,45000000.0,Russell Mulcahy,0.641111111111
Kimberly Peirce,96207130.0,-6896435.0,2,Stop-Loss**Carrie**,55000000.0,Kimberly Peirce,-0.125389727273
Melville Shavelson,25912624.0,10456312.0,1,"Yours, Mine and Ours**",2500000.0,Melville Shavelson,4.1825248
Steve Rash,6538172.0,-17730914.0,2,Held Up**Crooked Arrows**,21000000.0,Steve Rash,-0.844329238095
Leo Gabriadze,64100000.0,31050000.0,1,Unfriended**,1000000.0,Leo Gabriadze,31.05
David Ayer,1104067038.0,245033519.0,6,Harsh Times**Street Kings**End of Watch**Sabotage**Fury**Suicide Squad**,307000000.0,David Ayer,0.798154785016
Tom Hanks,72000000.0,6000000.0,1,Larry Crowne**,30000000.0,Tom Hanks,0.2
Steven Antin,89700000.0,-10150000.0,1,Burlesque**,55000000.0,Steven Antin,-0.184545454545
Alan Parker,38955598.0,-18522201.0,1,The Life of David Gale**,38000000.0,Alan Parker,-0.487426342105
Don Coscarelli,1341951.0,-1329024.5,2,Bubba Ho-tep**John Dies at the End**,2000000.0,Don Coscarelli,-0.66451225
Terry George,33900000.0,-550000.0,1,Hotel Rwanda**,17500000.0,Terry George,-0.0314285714286
Tod Williams,184215067.0,81607533.5,2,The Door in the Floor**Paranormal Activity 2**,10500000.0,Tod Williams,7.77214604762
Mark Romanek,61700000.0,3850000.0,2,One Hour Photo**Never Let Me Go**,27000000.0,Mark Romanek,0.142592592593
The Brothers Strause,207593371.0,53796685.5,2,Aliens vs. Predator: Requiem**Skyline**,50000000.0,The Brothers Strause,1.07593371
Grard Pirs,93400000.0,38600000.0,1,Taxi**,8100000.0,Grard Pirs,4.76543209877
Michael Cristofer,36400000.0,-23800000.0,1,Original Sin**,42000000.0,Michael Cristofer,-0.566666666667
Fred M Wilcox,4517000.0,1592500.0,1,Lassie Come Home**,666000.0,Fred M Wilcox,2.39114114114
Ron Shelton,63292960.0,-58353520.0,2,Dark Blue**Hollywood Homicide**,90000000.0,Ron Shelton,-0.648372444444
David Nixon Patrick Doughtie codirector,2908893.0,-1545553.5,1,Letters to God**,3000000.0,David Nixon Patrick Doughtie codirector,-0.5151845
Leslie Small,55900000.0,15550000.0,2,Kevin Hart: Let Me Explain**Kevin Hart: What Now?**,12400000.0,Leslie Small,1.25403225806
Stephen Chbosky,33400000.0,3700000.0,1,The Perks of Being a Wallflower**,13000000.0,Stephen Chbosky,0.284615384615
Rod Lurie,53614070.0,-89692965.0,4,The Contender**The Last Castle**Resurrecting the Champ**Nothing but the Truth**,116500000.0,Rod Lurie,-0.769896695279
Gore Verbinski,3606000000.0,651000000.0,8,The Mexican**The Ring**Pirates of the Caribbean: The Curse of the Black Pearl**The Weather Man**Pirates of the Caribbean: Dead Man's Chest**Pirates of the Caribbean: At World's End**Rango**The Lone Ranger**,1152000000.0,Gore Verbinski,0.565104166667
Mark Neveldine,13500000.0,-6250000.0,1,The Vatican Tapes**,13000000.0,Mark Neveldine,-0.480769230769
Gregory Dark,18600000.0,1300000.0,1,See No Evil**,8000000.0,Gregory Dark,0.1625
Jon Hurwitz,278500000.0,77250000.0,2,Harold & Kumar Escape from Guantanamo Bay**American Reunion**,62000000.0,Jon Hurwitz,1.24596774194
Stephen Herek,378364695.0,-6817652.5,5,101 Dalmatians**Rock Star**Life or Something Like It**Man of the House**The Chaperone**,196000000.0,Stephen Herek,-0.0347839413265
Eric Heisserer,783997.0,-3608001.5,1,Hours**,4000000.0,Eric Heisserer,-0.902000375
Anthony Minghella,173000000.0,7500000.0,1,Cold Mountain**,79000000.0,Anthony Minghella,0.0949367088608
Ross Katz,23420878.0,1710439.0,1,The Choice**,10000000.0,Ross Katz,0.1710439
Russell Holt,3347647.0,-5826176.5,1,The Work and the Glory**,7500000.0,Russell Holt,-0.776823533333
Michael Cuesta,1667192.0,133596.0,1,L.I.E.**,700000.0,Michael Cuesta,0.190851428571
Reginald Hudlin,20146150.0,-18926925.0,1,Serving Sara**,29000000.0,Reginald Hudlin,-0.652652586207
Demian Lichtenstein,18700000.0,-52650000.0,1,3000 Miles to Graceland**,62000000.0,Demian Lichtenstein,-0.849193548387
Nora Ephron,271790222.0,-52104889.0,3,Lucky Numbers**Bewitched**Julie & Julia**,188000000.0,Nora Ephron,-0.277153664894
Eric Steel,205724.0,77862.0,1,The Bridge**,25000.0,Eric Steel,3.11448
Karyn Kusama,85954835.0,-40022582.5,4,Girlfight**̠on Flux**Jennifer's Body**The Invitation**,83000000.0,Karyn Kusama,-0.482199789157
The Wachowski Brothersn 1,93900000.0,-73050000.0,1,Speed Racer**,120000000.0,The Wachowski Brothersn 1,-0.60875
Neil LaBute,127669535.0,-56165232.5,4,Nurse Betty**Possession**The Wicker Man**Lakeview Terrace**,120000000.0,Neil LaBute,-0.468043604167
Gil Kenan,158100000.0,-50950000.0,2,Monster House**City of Ember**,130000000.0,Gil Kenan,-0.391923076923
John Herzfeld,56300000.0,-13850000.0,1,15 Minutes**,42000000.0,John Herzfeld,-0.329761904762
Nicholaus Goossen,6600000.0,-1700000.0,1,Grandma's Boy**,5000000.0,Nicholaus Goossen,-0.34
Steven Quale,319600000.0,69800000.0,2,Final Destination 5**Into the Storm**,90000000.0,Steven Quale,0.775555555556
Baltasar Kormkur,431600000.0,74800000.0,3,Contraband**2 Guns**Everest**,141000000.0,Baltasar Kormkur,0.530496453901
Josh Trank,126600000.0,51300000.0,1,Chronicle**,12000000.0,Josh Trank,4.275
John Wells,79100000.0,-12450000.0,2,The Company Men**August: Osage County**,52000000.0,John Wells,-0.239423076923
Robert Zemeckis,1714300000.0,146150000.0,6,Cast Away**What Lies Beneath**The Polar Express**Beowulf**A Christmas Carol**Flight**,711000000.0,Robert Zemeckis,0.205555555556
Allen Hughes,34500000.0,-17750000.0,1,Broken City**,35000000.0,Allen Hughes,-0.507142857143
Alfred Hitchcock,36800000.0,17400000.0,1,Rear Window**,1000000.0,Alfred Hitchcock,17.4
Diane Keaton,51880044.0,-14059978.0,1,Hanging Up**,40000000.0,Diane Keaton,-0.35149945
Rich Christiano,1500711.0,-104644.5,1,Time Changer**,855000.0,Rich Christiano,-0.12239122807
Matthew Vaughn,999800000.0,167900000.0,4,Stardust**Kick-Ass**X-Men: First Class**Kingsman: The Secret Service**,332000000.0,Matthew Vaughn,0.505722891566
Dan Trachtenberg,110200000.0,40100000.0,1,10 Cloverfield Lane**,15000000.0,Dan Trachtenberg,2.67333333333
Jim Jarmusch,46720491.0,13360245.5,1,Broken Flowers**,10000000.0,Jim Jarmusch,1.33602455
Rob Hardy,15778152.0,3889076.0,1,The Gospel**,4000000.0,Rob Hardy,0.972269
Scott Waugh,203300000.0,36650000.0,1,Need for Speed**,65000000.0,Scott Waugh,0.563846153846
Seth Kearsley,23800000.0,-22100000.0,1,Eight Crazy Nights**,34000000.0,Seth Kearsley,-0.65
George D Escobar,887851.0,-6556074.5,1,Alone yet Not Alone**,7000000.0,George D Escobar,-0.936582071429
Goran Duki,454026.0,-772987.0,1,Wristcutters: A Love Story**,1000000.0,Goran Duki,-0.772987
Jon M Chu,1130736827.0,316268413.5,6,Step Up 2: The Streets**Step Up 3**Justin Bieber: Never Say Never**G.I. Joe: Retaliation**Justin Bieber's Believe**Now You See Me 2**,249100000.0,Jon M Chu,1.26964437375
McG,1629968818.0,-18015591.0,11,Charlie's Angels**Charlie's Angels: Full Throttle**Wicker Park**Lucky Number Slevin**We Are Marshall**Push**Terminator Salvation**Megamind**This Means War**3 Days to Kill**Victor Frankenstein**,833000000.0,McG,-0.0216273601441
Bryan Buckley,615816.0,-3192092.0,1,The Bronze**,3500000.0,Bryan Buckley,-0.912026285714
Olivier Megaton,763500000.0,253750000.0,3,Colombiana**Taken 2**Taken 3**,128000000.0,Olivier Megaton,1.982421875
Peter Winther,2345675.0,-27162.5,1,The Wicked**,1200000.0,Peter Winther,-0.0226354166667
The Wachowski Brothers,1632900000.0,516450000.0,3,The Matrix Reloaded**The Matrix**The Matrix Revolutions**,300000000.0,The Wachowski Brothers,1.7215
Geoffrey Sax,111800000.0,5900000.0,2,White Noise**Stormbreaker**,50000000.0,Geoffrey Sax,0.118
Debra Granik,16100000.0,6050000.0,1,Winter's Bone**,2000000.0,Debra Granik,3.025
Peter Segal,834100000.0,63050000.0,5,Nutty Professor II: The Klumps**Anger Management**50 First Dates**Get Smart**Grudge Match**,354000000.0,Peter Segal,0.178107344633
The Malloys,14800000.0,-16600000.0,1,Out Cold**,24000000.0,The Malloys,-0.691666666667
James B Rogers,287500000.0,113750000.0,1,American Pie 2**,30000000.0,James B Rogers,3.79166666667
Adam McKay,725700000.0,49350000.0,5,Anchorman: The Legend of Ron Burgundy**Talladega Nights: The Ballad of Ricky Bobby**Step Brothers**The Other Guys**Anchorman 2: The Legend Continues**,313500000.0,Adam McKay,0.157416267943
Nicholas Stoller,629100000.0,161550000.0,5,Forgetting Sarah Marshall**Get Him to the Greek**The Five-Year Engagement**Neighbors**Neighbors 2: Sorority Rising**,153000000.0,Nicholas Stoller,1.05588235294
Danny Leiner,97100000.0,26550000.0,2,"Dude, Where's My Car?**Harold & Kumar Go to White Castle**",22000000.0,Danny Leiner,1.20681818182
Ryuhei Kitamura,12074918.0,-16362541.0,2,Godzilla: Final Wars**No One Lives**,22400000.0,Ryuhei Kitamura,-0.730470580357
Justin Chadwick,77700000.0,3850000.0,1,The Other Boleyn Girl**,35000000.0,Justin Chadwick,0.11
Matthew OCallaghan,69800000.0,-15100000.0,1,Curious George**,50000000.0,Matthew OCallaghan,-0.302
Ronny Yu,165600000.0,27800000.0,2,Freddy vs. Jason**Bride of Chucky**,55000000.0,Ronny Yu,0.505454545455
John Lee Hancock,754300000.0,159150000.0,5,The Rookie**The Alamo**The Blind Side**Saving Mr. Banks**The Founder**,218000000.0,John Lee Hancock,0.73004587156
Kevin Rodney Sullivan,167800000.0,18900000.0,2,Barbershop 2: Back in Business**Guess Who**,65000000.0,Kevin Rodney Sullivan,0.290769230769
James Isaac,17000000.0,-2500000.0,1,Jason X**,11000000.0,James Isaac,-0.227272727273
Chris Wedge,912400000.0,229200000.0,3,Ice Age**Robots**Epic**,227000000.0,Chris Wedge,1.00969162996
Dennis Lee,3393161.0,-6303419.5,1,Fireflies in the Garden**,8000000.0,Dennis Lee,-0.7879274375
Charles Russell,351600000.0,152800000.0,1,The Mask**,23000000.0,Charles Russell,6.64347826087
Louis Leterrier,1218700000.0,192350000.0,5,Transporter 2**The Incredible Hulk**Clash of the Titans**Now You See Me**Grimsby**,417000000.0,Louis Leterrier,0.461270983213
Camille Delamarre,69000000.0,11500000.0,1,Brick Mansions**,23000000.0,Camille Delamarre,0.5
Pete Travis,151100000.0,35550000.0,1,Vantage Point**,40000000.0,Pete Travis,0.88875
Sylvain White,104911123.0,14455561.5,2,Stomp the Yard**The Losers**,38000000.0,Sylvain White,0.380409513158
Rawson Marshall Thurber,654700000.0,220350000.0,3,DodgeBall: A True Underdog Story**We're the Millers**Central Intelligence**,107000000.0,Rawson Marshall Thurber,2.05934579439
Eric Bress,96100000.0,35050000.0,1,The Butterfly Effect**,13000000.0,Eric Bress,2.69615384615
Brad Parker,37200000.0,17600000.0,1,Chernobyl Diaries**,1000000.0,Brad Parker,17.6
Michael Hoffman,16318449.0,-4340775.5,1,The Emperor's Club**,12500000.0,Michael Hoffman,-0.34726204
Richard Loncraine,82800000.0,-8600000.0,1,Firewall**,50000000.0,Richard Loncraine,-0.172
Stuart Beattie,71200000.0,-29400000.0,1,"I, Frankenstein**",65000000.0,Stuart Beattie,-0.452307692308
Jill Culton,197300000.0,13650000.0,1,Open Season**,85000000.0,Jill Culton,0.160588235294
David Palmer,14500000.0,5250000.0,1,Hit and Run**,2000000.0,David Palmer,2.625
Martin Scorsese,1569900000.0,154950000.0,6,Gangs of New York**The Aviator**The Departed**Shutter Island**Hugo**The Wolf of Wall Street**,630000000.0,Martin Scorsese,0.245952380952
Chris Sivertson,9700000.0,-7150000.0,1,I Know Who Killed Me**,12000000.0,Chris Sivertson,-0.595833333333
Howard Deutch,117878283.0,-51060858.5,3,The Replacements**The Whole Ten Yards**My Best Friend's Girl**,110000000.0,Howard Deutch,-0.464189622727
Jonathan Mostow,683466415.0,12433207.5,3,U-571**Terminator 3: Rise of the Machines**Surrogates**,329300000.0,Jonathan Mostow,0.0377564758579
Lexi Alexander,13254346.0,-28719657.0,2,Green Street**Punisher: War Zone**,35346830.0,Lexi Alexander,-0.812510117598
Pascal Laugier,5212903.0,-15593548.5,1,The Tall Man**,18200000.0,Pascal Laugier,-0.856788379121
Daniel Barnz,51300000.0,-17350000.0,3,Beastly**Won't Back Down**Cake**,43000000.0,Daniel Barnz,-0.403488372093
Woody Allen,689709208.0,115054604.0,13,Small Time Crooks**The Curse of the Jade Scorpion**Hollywood Ending**Anything Else**Match Point**Scoop**Cassandra's Dream**Vicky Cristina Barcelona**Whatever Works**You Will Meet a Tall Dark Stranger**Midnight in Paris**Blue Jasmine**Magic in the Moonlight**,229800000.0,Woody Allen,0.500672776327
Pitof,82100000.0,-58950000.0,1,Catwoman**,100000000.0,Pitof,-0.5895
Simon Wells,39000000.0,-130500000.0,1,Mars Needs Moms**,150000000.0,Simon Wells,-0.87
Chuck Sheetz,44400000.0,-800000.0,1,Recess: School's Out**,23000000.0,Chuck Sheetz,-0.0347826086957
Adam Marcus,15900000.0,4950000.0,1,Jason Goes to Hell: The Final Friday**,3000000.0,Adam Marcus,1.65
Adam Wingard,72100000.0,30050000.0,2,You're Next**Blair Witch**,6000000.0,Adam Wingard,5.00833333333
Steve Buscemi,174815.0,-412592.5,1,Lonesome Jim**,500000.0,Steve Buscemi,-0.825185
Bob Dolman,38000000.0,9000000.0,1,Banger Sisters**,10000000.0,Bob Dolman,0.9
The Hughes Brothers,75000000.0,2500000.0,1,From Hell**,35000000.0,The Hughes Brothers,0.0714285714286
